business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,,,Report ID,Result,Last Inspection Date,Inspection Type,Coordinates,Data Last Updated
FA0001326,INN AND SPA AT PARKSIDE,2116 6TH ST,SACRAMENTO,CA,95818,38.56901686,-121.5045763,(916) 658-1818,,,{DCCE0609-53F3-4907-9699-9EA57E280156},GN,12/21/2015 0:00,ROUTINE INSPECTION,"  38.5690168569, -121.5045762797",02/11/2016  4:00PM
FA0004058,THE STERLING HOTEL PARTNERS LLC,1300 H ST ,SACRAMENTO,CA,95814,38.58097628,-121.4881314,(916) 448-1300,,,{DA6ABECA-2B66-439C-908C-7E3BFF16F6C4},GN,2/1/2016 0:00,ROUTINE INSPECTION,"  38.5809762774, -121.4881314311",02/11/2016  4:00PM
FA0001699,TOWN & COUNTRY CATERING,7530 AUBURN BLVD ,CITRUS HEIGHTS,CA,95610,38.70295389,-121.2899082,(916) 726-6788,,,{72C8012B-0BA9-41E7-99F4-6C8059A9F671},GN,1/4/2016 0:00,ROUTINE INSPECTION,"  38.7029538898, -121.2899081511",02/11/2016  4:00PM
FA0001723,RANDY PETERS CATERING & EVENT PLANNING,8144 AUBURN BLVD ,CITRUS HEIGHTS,CA,95610,38.71437021,-121.2898018,(916) 726-2339,,,{E5B83185-C088-4BB3-BF64-5F3BD5F373DE},GN,11/4/2015 0:00,ROUTINE INSPECTION,"  38.7143702062, -121.2898018450",02/11/2016  4:00PM
FA0002817,OVATIONS AT CAL EXPO [WAREHOUSE],1600 EXPOSITION BLVD ,SACRAMENTO,CA,95815,38.59707713,-121.4215772,(916) 920-1212,,,{48AC2803-5811-4D20-85F9-487A547F4769},GN,4/24/2015 0:00,ROUTINE INSPECTION,"  38.5970771308, -121.4215771821",02/11/2016  4:00PM
FA0002820,RAGING WATERS SACRAMENTO [WAREHOUSE],1600 EXPOSITION BLVD ,SACRAMENTO,CA,95815,38.59647713,-121.4198772,(916) 924-3747,,,{D9F71B2E-B50A-4B32-A01E-E36ED6936C37},GN,10/7/2015 0:00,ROUTINE INSPECTION,"  38.5964771308, -121.4198771821",02/11/2016  4:00PM
FA0003234,WHOLE HEARTED JUICE CO,8353 FOLSOM BLVD ,SACRAMENTO,CA,95826,38.54748424,-121.3960688,(916) 381-6333,,,{6BEACB5E-E045-4604-8B3D-4FA891AC08C6},GN,10/20/2015 0:00,ROUTINE INSPECTION,"  38.5474842398, -121.3960688040",02/11/2016  4:00PM
FA0004363,ENCORE CATERING 'ITS ALL ABOUT YOU',2301 J ST STE B,SACRAMENTO,CA,95816,38.57583,-121.4755832,(916) 727-1440,,,{4C5DCBBB-1303-4489-8BC6-23FFF277956C},GN,10/20/2015 0:00,ROUTINE INSPECTION,"  38.5758300047, -121.4755832008",02/11/2016  4:00PM
FA0004522,SCHWAN SALES,9919 KENT ST ,ELK GROVE,CA,95624,38.39873535,-121.3542309,(916) 686-8662,,,{F2AD212E-DCA8-4435-81A8-978083B5157A},GN,10/26/2015 0:00,ROUTINE INSPECTION,"  38.3987353512, -121.3542309316",02/11/2016  4:00PM
FA0004753,PECK PROPERTIES,227 S LINCOLN WAY ,GALT,CA,95632,38.25411898,-121.3004018,(916) 775-1166,,,{E7C1A397-EFE2-4E79-A46B-E7C83627DA7A},GN,11/16/2015 0:00,ROUTINE INSPECTION,"  38.2541189827, -121.3004017670",02/11/2016  4:00PM
FA0005599,BLACK TIE CARAMEL,4791 PELL DR 5,SACRAMENTO,CA,95838,38.65483795,-121.4722742,,,,{6AC5CADB-DB9F-4376-BBC5-16D1D14B5063},GN,1/13/2016 0:00,ROUTINE INSPECTION,"  38.6548379525, -121.4722741529",02/11/2016  4:00PM
FA0005687,CAPITOL FOOD DEPOT,3120 RAMONA AVE ,SACRAMENTO,CA,95826,38.54585256,-121.4162452,(916) 455-2630,,,{26430D40-692B-4888-84E5-B8790CF8D9A6},GN,11/3/2015 0:00,ROUTINE INSPECTION,"  38.5458525553, -121.4162452425",02/11/2016  4:00PM
FA0007324,METRO ICE CREAM,5335 DRY CREEK RD ,SACRAMENTO,CA,95838,38.66529094,-121.4389835,(916) 205-4010,,,{25DD99B5-F1B8-4C5F-9B43-8F4AD375CCE9},GN,10/9/2015 0:00,ROUTINE INSPECTION,"  38.6652909421, -121.4389835147",02/11/2016  4:00PM
FA0007984,COOKIES AND MILK,1201 F ST,SACRAMENTO,CA,95814,38.58417872,-121.4885873,(916) 952-5253,,,{DDF9D918-D7BF-4DA0-AD03-91C4ABB68442},GN,2/5/2016 0:00,ROUTINE INSPECTION,"  38.5841787236, -121.4885873324",02/11/2016  4:00PM
FA0012927,CATERING FOOD SUPPLY,8531 THYS CT,SACRAMENTO,CA,95828,38.51928753,-121.3889133,(916) 917-5216,,,{8F3E771A-B0F1-40B6-82EF-06264AFC543D},GN,11/10/2015 0:00,ROUTINE INSPECTION,"  38.5192875285, -121.3889133459",02/11/2016  4:00PM
FA0017941,BIG JOES BBQ,211 LATHROP WAY STE M,SACRAMENTO,CA,95815,38.5953019,-121.462283,(916) 712-7424,,,{82558A35-A229-4291-A797-564A038ED04E},GN,12/30/2015 0:00,ROUTINE INSPECTION,"  38.5953019000, -121.4622830000",02/11/2016  4:00PM
FA0018964,DEL PASO PROPERTIES LTD,2135 DALE AVE ,SACRAMENTO,CA,95815,38.60472778,-121.462905,(916) 486-8234,,,{54A1D410-0BE1-41A6-ABC5-5C2076F09CA3},GN,2/2/2016 0:00,REINSPECTION,"  38.6047277763, -121.4629050363",02/11/2016  4:00PM
FA0019532,CATERING BY SANDRA,415 C ST ,GALT,CA,95632,38.25264908,-121.3052903,(818) 568-7281,,,{C03040EB-DC84-4748-B0CC-7710950F3AD0},GN,11/3/2015 0:00,ROUTINE INSPECTION,"  38.2526490768, -121.3052902676",02/11/2016  4:00PM
FA0019653,STANDFORD BROTHERS COMMISSARY,106 L ST ,SACRAMENTO,CA,95814,38.58126653,-121.505881,(916) 501-3420,,,{F2C28652-C081-4714-917F-79A49CB9AAD5},GN,10/23/2015 0:00,ROUTINE INSPECTION,"  38.5812665291, -121.5058810051",02/11/2016  4:00PM
FA0030341,MURIETA EQUESTRIAN CENTER,7200 LONE PINE DR ,RANCHO MURIETA,CA,95683,38.49483073,-121.1080902,(916) 985-7334,,,{81E1B353-B874-4860-A3F8-E3253BCF6049},GN,2/2/2016 0:00,ROUTINE INSPECTION,"  38.4948307270, -121.1080902302",02/11/2016  4:00PM
FA0041765,CALIFORNIA COMMISSARY,2700 FRUITRIDGE RD,SACRAMENTO,CA,95820,38.52448396,-121.479265,(916) 428-1065,,,{CE4604DF-AAC9-4237-8665-4A32C01D5DA1},GN,9/30/2015 0:00,ROUTINE INSPECTION,"  38.5244839592, -121.4792649554",02/11/2016  4:00PM
FA0042317,BON APPETITE,4333 AIRPORT DR,SACRAMENTO,CA,95821,38.6438057,-121.3865166,(916) 712-8759,,,{5955C34B-F2F6-4CDE-BC1B-6C66398266F4},GN,8/7/2015 0:00,REINSPECTION,"  38.6438057001, -121.3865166495",02/11/2016  4:00PM
FA0043938,LULU'S KITCHEN,701 16TH ST STE 130,SACRAMENTO,CA,95814,38.58111318,-121.4836156,(916) 447-9023,,,{2BA57DB2-6A15-474C-98E1-FBA472ABA5B4},GN,10/16/2015 0:00,ROUTINE INSPECTION,"  38.5811131778, -121.4836155817",02/11/2016  4:00PM
FA0045188,CAPITOL COMMERCE CENTER,320 N 10TH ST,SACRAMENTO,CA,95811,38.59279263,-121.4891779,(916) 447-3909,,,{2BBFEE3A-E03B-4E53-AE91-F83B87FDCFE2},GN,11/3/2015 0:00,REINSPECTION,"  38.5927926296, -121.4891779089",02/11/2016  4:00PM
FA0048268,"VALET INDOOR STORAGE, INC.",1100 RICHARDS BLVD,SACRAMENTO,CA,95811,38.5940115,-121.4855389,(916) 498-9787,,,{209A2414-21F2-40B1-9CE0-A1FF5182826A},GN,10/23/2015 0:00,REINSPECTION,"  38.5940115000, -121.4855389000",02/11/2016  4:00PM
FA0050379,PREP KITCHEN,5421 H ST,SACRAMENTO,CA,95819,38.568002,-121.435454,(916) 955-5261,,,{426F91B9-B66F-4D27-89E4-559C941A0FA6},GN,11/12/2015 0:00,ROUTINE INSPECTION,"  38.5680020000, -121.4354540000",02/11/2016  4:00PM
FA0002530,BEL AIR SUPERMARKET #510 [Bakery],1540 W EL CAMINO AVE ,SACRAMENTO,CA,95833,38.61292175,-121.4956008,(916) 920-2493,,,{0E79AA83-F9E1-464C-81CD-9E10F31F7AE9},GN,10/16/2015 0:00,ROUTINE INSPECTION,"  38.6129217532, -121.4956008495",02/11/2016  4:00PM
FA0002645,WALMART NEIGHBORHOOD MARKET#5683 [Bakery],8455 ELK GROVE BLVD ,ELK GROVE,CA,95758,38.4102681,-121.3913552,,,,{1117805F-E403-4A29-B2A2-C05498F6E613},GN,2/8/2016 0:00,ROUTINE INSPECTION,"  38.4102681000, -121.3913552000",02/11/2016  4:00PM
FA0002700,SAVE MART SUPERMARKET #605 [Bakery],9160 ELK GROVE FLORIN RD ,ELK GROVE,CA,95624,38.42502332,-121.3724381,(916) 685-5525,,,{C06478E3-2373-4043-B608-7161228E9741},GN,1/7/2016 0:00,ROUTINE INSPECTION,"  38.4250233197, -121.3724380818",02/11/2016  4:00PM
FA0002858,GRATEFUL BREAD COMPANY,2543 FAIR OAKS BLVD ,SACRAMENTO,CA,95825,38.57627701,-121.4033547,(916) 487-9179,,,{2BE89DF6-5D8F-4F30-B18B-93E3D96F3592},GN,11/18/2015 0:00,ROUTINE INSPECTION,"  38.5762770090, -121.4033546609",02/11/2016  4:00PM
FA0003058,BEL AIR SUPERMARKET #506 [Bakery],1301 FLORIN RD ,SACRAMENTO,CA,95831,38.4966942,-121.5103132,(916) 421-6766,,,{B29B3E5E-5B8C-49FE-A11C-687542F0DF07},GN,8/11/2015 0:00,ROUTINE INSPECTION,"  38.4966942000, -121.5103132000",02/11/2016  4:00PM
FA0003622,BEL AIR SUPERMARKET #501 [Bakery],6231 FRUITRIDGE RD ,SACRAMENTO,CA,95820,38.52585707,-121.4321994,(916) 739-8647,,,{E87A3694-38F0-4383-B2B8-5F27387CB743},GN,12/11/2015 0:00,ROUTINE INSPECTION,"  38.5258570700, -121.4321994004",02/11/2016  4:00PM
FA0003924,PACIFIC FOOD [Bakery],7263 GREENBACK LN ,CITRUS HEIGHTS,CA,95621,38.6786229,-121.2951771,(916) 721-3050,,,{0BEF4B9F-736C-433D-BAF5-98EB1D4B6C45},GN,10/9/2015 0:00,ROUTINE INSPECTION,"  38.6786229000, -121.2951771000",02/11/2016  4:00PM
FA0003994,SAVE MART SUPERMARKET #611 [Bakery],8839 GREENBACK LN ,ORANGEVALE,CA,95662,38.67989294,-121.2289755,(916) 989-3915,,,{E5FBD6B6-A32C-4A32-A4FF-9BE60E76483D},GN,1/15/2016 0:00,ROUTINE INSPECTION,"  38.6798929421, -121.2289754726",02/11/2016  4:00PM
FA0004650,BEL AIR SUPERMARKET #516 [Bakery],5100 LAGUNA BLVD ,ELK GROVE,CA,95758,38.42266621,-121.4457264,(916) 684-7000,,,{B1D7A3F1-BAA8-4AB3-B05C-17CFCFF7F4E7},GN,12/28/2015 0:00,ROUTINE INSPECTION,"  38.4226662075, -121.4457263959",02/11/2016  4:00PM
FA0004986,BEL AIR SUPERMARKET #511 [Bakery],4005 MANZANITA AVE ,CARMICHAEL,CA,95608,38.6386034,-121.3290019,(916) 483-2691,,,,GN,2/10/2016 0:00,ROUTINE INSPECTION,"  38.6386034011, -121.3290019121",02/11/2016  4:00PM
FA0005730,CUPCAKE CRAVING,1167 RILEY ST ,FOLSOM,CA,95630,38.6702678,-121.1635104,(916) 984-3079,,,{0258340F-5A20-4843-A08C-DF80BA149B94},GN,11/19/2015 0:00,ROUTINE INSPECTION,"  38.6702678000, -121.1635104000",02/11/2016  4:00PM
FA0005856,BEL AIR SUPERMARKET #514 [Bakery],7465 RUSH RIVER DR ,SACRAMENTO,CA,95831,38.48689146,-121.5354295,(916) 399-9091,,,{50081746-03B4-4C06-ADB6-7197E34994B2},GN,2/4/2016 0:00,ROUTINE INSPECTION,"  38.4868914641, -121.5354294544",02/11/2016  4:00PM
FA0006298,WALMART NEIGHBORHOOD MARKET [BAKERY],6197 SUNRISE BLVD ,CITRUS HEIGHTS,CA,95610,38.72330363,-121.0603029,(916) 560-0031,,,{A78A8F21-50DA-4802-949F-F37478EC3A69},GN,10/13/2015 0:00,ROUTINE INSPECTION,"  38.7233036299, -121.0603029063",02/11/2016  4:00PM
FA0006376,MRS FIELDS COOKIES,6081 SUNRISE MALL ,CITRUS HEIGHTS,CA,95610,38.67520323,-121.2697214,(916) 721-3177,,,{6ADB3341-C0E2-41AC-BE96-2E5E036C84FC},GN,12/3/2015 0:00,ROUTINE INSPECTION,"  38.6752032307, -121.2697214373",02/11/2016  4:00PM
FA0006753,WALMART SUPERCENTER #1881 [Bakery],7901 WATT AVE ,ANTELOPE,CA,95843,38.65011253,-121.3842772,(916) 332-3173,,,{C2EDD79A-2239-4759-B966-FD15E99EBBCD},GN,10/30/2015 0:00,ROUTINE INSPECTION,"  38.6501125289, -121.3842772219",02/11/2016  4:00PM
FA0007831,SAVE MART SUPERMARKET #601 [Bakery],4708 MANZANITA AVE ,CARMICHAEL,CA,95608,38.64997716,-121.3258561,(916) 979-9191,,,{2761138E-262A-46D9-9548-AA7CFB99151F},GN,9/30/2015 0:00,ROUTINE INSPECTION,"  38.6499771570, -121.3258560857",02/11/2016  4:00PM
FA0013793,99 RANCH MARKET [Bakery],4220 FLORIN RD ,SACRAMENTO,CA,95823,38.49522426,-121.4574745,(916) 429-8899,,,{B01B8115-26A2-4A24-AF41-4355AFE7BBE0},GN,10/26/2015 0:00,ROUTINE INSPECTION,"  38.4952242645, -121.4574744765",02/11/2016  4:00PM
FA0013929,BEL AIR #523 [Bakery],8425 ELK GROVE FLORIN RD ,ELK GROVE,CA,95829,38.45183605,-121.3706567,(916) 681-5775,,,{B8167393-3652-4AE0-919C-D2671466D006},GN,10/14/2015 0:00,ROUTINE INSPECTION,"  38.4518360504, -121.3706567205",02/11/2016  4:00PM
FA0014667,WALMART #2457 [Bakery],10655 Folsom Blvd ,RANCHO CORDOVA,CA,95670,38.5963628,-121.2919625,(916) 361-0296,,,{1B20B7FE-5633-4DA1-AA31-B6D36AD7B307},GN,9/23/2015 0:00,ROUTINE INSPECTION,"  38.5963628000, -121.2919625000",02/11/2016  4:00PM
FA0015249,WALMART NEIGHBORHOOD MARKET #6530 [Bakery],4420 FLORIN RD,SACRAMENTO,CA,95823,38.4963595,-121.4546891,(916) 422-5401,,,{FE2B73EC-60D1-43CC-A926-F1A48755FDFE},GN,11/17/2015 0:00,ROUTINE INSPECTION,"  38.4963595000, -121.4546891000",02/11/2016  4:00PM
FA0018374,WALMART SUPERCENTER #5230 [Bakery],3460 El Camino Avenue ,SACRAMENTO,CA,95821,38.6092602,-121.3844567,(916) 977-0201,,,{AA0B3D96-8213-436D-B79A-C7AFBF222120},GN,10/7/2015 0:00,ROUTINE INSPECTION,"  38.6092602000, -121.3844567000",02/11/2016  4:00PM
FA0029726,WALMART SUPERCENTER #5192 [Bakery],5821 Antelope Rd,Sacramento,CA,95843,38.7096394,-121.3304571,(916) 729-6162,,,{157CC1DF-D1FA-4E5C-90FE-644129652A44},GN,10/2/2015 0:00,ROUTINE INSPECTION,"  38.7096394000, -121.3304571000",02/11/2016  4:00PM
FA0032366,SAM'S CLUB #4799 [BAKERY],7147 GREENBACK LN ,CITRUS HEIGHTS,CA,95621,38.67952039,-121.2966134,(916) 721-6499,,,{38C04BC9-2D21-404A-9707-87103ED9F482},GN,10/14/2015 0:00,ROUTINE INSPECTION,"  38.6795203917, -121.2966134340",02/11/2016  4:00PM
FA0044645,SPROUTS FARMERS MARKET [bakery],8211 LAGUNA BLVD,ELK GROVE,CA,95758,38.42334721,-121.4061321,,,,{9B307B57-9856-45EA-9481-6A338F9675D6},GN,9/18/2015 0:00,ROUTINE INSPECTION,"  38.4233472122, -121.4061320780",02/11/2016  4:00PM
FA0044801,WALMART SUPERCENTER #3712 [Bakery],7010 AUBURN BLVD,CITRUS HEIGHTS,CA,95621,38.69031958,-121.2954162,(916) 729-8077,,,{7E59F7DF-2EF9-492B-9E89-4975B5D9FE16},GN,10/5/2015 0:00,ROUTINE INSPECTION,"  38.6903195843, -121.2954162198",02/11/2016  4:00PM
FA0046538,SPROUTS FARMERS MARKET [Bakery],4408 DEL RIO RD,SACRAMENTO,CA,95822,38.5378067,-121.5039652,(480) 814-8016,,,{89B13EFF-B003-48CC-82D3-D0370A7A4652},GN,1/4/2016 0:00,ROUTINE INSPECTION,"  38.5378067000, -121.5039652000",02/11/2016  4:00PM
FA0046758,WALMART NEIGHBORHOOD MARKET #5982 [Bakery],2700 MARCONI AVE,SACRAMENTO,CA,95821,38.6176131,-121.399746,,,,{047DE871-D4F4-4412-9879-3946329FAD76},GN,9/4/2015 0:00,ROUTINE INSPECTION,"  38.6176131000, -121.3997460000",02/11/2016  4:00PM
FA0046760,WALMART NEIGHBORHOOD MARKET #5981 [Bakery],6005 MADISON AVE,CARMICHAEL,CA,95608,38.6618341,-121.3252357,,,,{62550D81-3917-4ED5-8069-BE8955B1A40B},GN,9/25/2015 0:00,ROUTINE INSPECTION,"  38.6618341000, -121.3252357000",02/11/2016  4:00PM
FA0001415,RIVERVIEW ELEMENTARY SCHOOL,10700 AMBASSADOR DR,RANCHO CORDOVA,CA,95670,38.6163607,-121.2929835,(916) 635-3801,,,{C6F5D4B7-C173-4A7E-9C09-3436A74C96BD},GN,11/16/2015 0:00,ROUTINE INSPECTION,"  38.6163607000, -121.2929835000",02/11/2016  4:00PM
FA0001951,SAMUEL KENNEDY ELEM SCHOOL,7037 BRIGGS DR ,SACRAMENTO,CA,95828,38.49940213,-121.4171397,(916) 383-3311,,,{C42BAEE6-C6AA-452E-9971-EECE5EDA897C},GN,1/5/2016 0:00,ROUTINE INSPECTION,"  38.4994021341, -121.4171397071",02/11/2016  4:00PM
FA0001953,MARY TSUKAMOTO ELEM SCHOOL,8737 BRITTANY PARK DR,SACRAMENTO,CA,95828,38.46323319,-121.3801164,(916) 689-7580,,,{57D52FFC-D552-404C-8997-DB88651C1E00},GN,11/18/2015 0:00,ROUTINE INSPECTION,"  38.4632331940, -121.3801164350",02/11/2016  4:00PM
FA0002028,CHARLES E MACK ELEM SCHOOL,4701 BROOKFIELD DR ,SACRAMENTO,CA,95823,38.48062328,-121.4449186,(916) 422-5524,,,{68770257-95B2-41FC-8F36-A688490FF822},GN,12/2/2015 0:00,ROUTINE INSPECTION,"  38.4806232830, -121.4449185856",02/11/2016  4:00PM
FA0002174,MAEOLA R BEITZEL ELEM SCHOOL,8140 CAYMUS DR ,SACRAMENTO,CA,95829,38.46154643,-121.3652346,(916) 688-8484,,,{F9535E0B-B1A1-4BA0-A529-074991B8E231},GN,10/30/2015 0:00,ROUTINE INSPECTION,"  38.4615464326, -121.3652346416",02/11/2016  4:00PM
FA0002192,CORDOVA STUDENTS SNACK [CONCESSION  STAND],2339 CHASE DR,RANCHO CORDOVA,CA,95670,38.597,-121.3055361,(916) 362-1104,,,{2F186613-84B2-4BF5-8CCE-AED833C5D01D},GN,10/23/2015 0:00,ROUTINE INSPECTION,"  38.5970000000, -121.3055361000",02/11/2016  4:00PM
FA0002293,BARBARA COMSTOCK MORSE ELEM,7000 CRANLEIGH AVE ,SACRAMENTO,CA,95823,38.44625004,-121.4218269,(916) 688-8586,,,{7D729AE2-1E88-4ADE-9CAC-810E2BC2C85F},GN,10/19/2015 0:00,ROUTINE INSPECTION,"  38.4462500437, -121.4218269150",02/11/2016  4:00PM
FA0002306,ELK GROVE ELEMENTARY SCHOOL,9373 CROWELL DR ,ELK GROVE,CA,95624,38.41883362,-121.3628462,(916) 686-8484,,,{F3959423-7E12-462E-8EAB-896E60322EBF},GN,11/20/2015 0:00,ROUTINE INSPECTION,"  38.4188336244, -121.3628461507",02/11/2016  4:00PM
FA0002312,ISABELLE JACKSON ELEM SCHOOL,8351 CUTLER WAY ,SACRAMENTO,CA,95828,38.46268362,-121.3965495,(916) 689-2115,,,{16657D33-7290-434C-9F97-A342C1D46FE1},GN,1/25/2016 0:00,ROUTINE INSPECTION,"  38.4626836173, -121.3965494985",02/11/2016  4:00PM
FA0002341,UNION HOUSE ELEMENTARY SCHOOL,7850 DEER CREEK DR ,SACRAMENTO,CA,95823,38.47234607,-121.4559808,(916) 424-9201,,,{88507725-CEEC-4A41-9F82-C8D4CFBE59E4},GN,9/17/2015 0:00,ROUTINE INSPECTION,"  38.4723460662, -121.4559807621",02/11/2016  4:00PM
FA0002397,DEL CAMPO HIGH SCHOOL [School Satellite Facility],4925 DEWEY DR,FAIR OAKS,CA,95628,38.65415934,-121.3094886,(916) 971-5664,,,{3C3DD5AE-8DB6-419D-8744-51605DF550EE},GN,9/29/2015 0:00,ROUTINE INSPECTION,"  38.6541593448, -121.3094885843",02/11/2016  4:00PM
FA0002397,DEL CAMPO HIGH SCHOOL [School Satellite Facility],4925 DEWEY DR,FAIR OAKS,CA,95628,38.65427934,-121.3087886,(916) 971-5664,,,{04627406-0837-4369-9A6E-8317C9F81282},GN,9/29/2015 0:00,ROUTINE INSPECTION,"  38.6542793448, -121.3087885843",02/11/2016  4:00PM
FA0002397,DEL CAMPO HIGH SCHOOL [cougar],4925 DEWEY DR,FAIR OAKS,CA,95628,38.65439934,-121.3096886,(916) 971-5664,,,{D189F112-8D10-4703-944A-E0F0C247B742},GN,9/29/2015 0:00,ROUTINE INSPECTION,"  38.6543993448, -121.3096885843",02/11/2016  4:00PM
FA0003023,ELLEN FEICKERT ELEMENTARY SCHOOL,9351 FEICKERT DR ,ELK GROVE,CA,95624,38.41753461,-121.3861216,(916) 686-7716,,,{60A2D164-A219-44E1-AFCE-7073099FBD2D},GN,12/7/2015 0:00,ROUTINE INSPECTION,"  38.4175346123, -121.3861215863",02/11/2016  4:00PM
FA0003875,RIO CAZADERO HIGH SCHOOL,7825 GRANDSTAFF DR ,SACRAMENTO,CA,95823,38.4702374,-121.4334035,(916) 422-3058,,,{FE866B52-A0E9-4E42-A0E4-907B1C5C5D96},GN,11/2/2015 0:00,ROUTINE INSPECTION,"  38.4702374000, -121.4334035000",02/11/2016  4:00PM
FA0003876,HERMAN LEIMBACH ELEM SCHOOL,8101 GRANDSTAFF DR ,SACRAMENTO,CA,95823,38.46356521,-121.4221372,(916) 689-2120,,,{E04EC441-BBD6-4B63-91CA-9677D32EA961},GN,10/16/2015 0:00,ROUTINE INSPECTION,"  38.4635652060, -121.4221371525",02/11/2016  4:00PM
FA0004083,JAMES A MCKEE ELEM SCHOOL,8701 HALVERSON DR ,ELK GROVE,CA,95624,38.42040933,-121.3776269,(916) 686-3715,,,{2B9A2287-8F80-4FC3-8961-7237F04E152A},GN,12/7/2015 0:00,ROUTINE INSPECTION,"  38.4204093310, -121.3776269420",02/11/2016  4:00PM
FA0004428,COSUMNES RIVER ELEM SCHOOL,13580 JACKSON RD ,SLOUGHHOUSE,CA,95683,38.494341,-121.1572156,(916) 682-2653,,,{311BEAE5-4089-4327-BFDB-81F220A1A841},GN,12/16/2015 0:00,ROUTINE INSPECTION,"  38.4943410000, -121.1572156000",02/11/2016  4:00PM
FA0004429,EPICUREAN AT JESUIT HIGH SCHOOL [GYM],1200 JACOB LN,CARMICHAEL,CA,95608,38.58631744,-121.3519127,(916) 418-2626,,,,GN,11/12/2015 0:00,ROUTINE INSPECTION,"  38.5863174435, -121.3519126710",02/11/2016  4:00PM
FA0004429,EPICUREAN AT JESUIT HIGH SCHOOL [FOOTBALL FIELD],1200 JACOB LN,CARMICHAEL,CA,95608,38.58643744,-121.3524127,(916) 418-2626,,,{93AD965D-BA89-4020-BF77-2935579978B3},GN,11/12/2015 0:00,ROUTINE INSPECTION,"  38.5864374435, -121.3524126710",02/11/2016  4:00PM
